# source=https://pfseform.financnasprava.sk/Formulare/eFormVzor/DP/form.621.prijimatelia_2026.html
# source_last_modified=Wed, 17 Jun 2026 06:44:32 GMT
# generated_at=2026-06-30T15:35:09.541Z
ico;obchMeno;pravnaForma;mesto;ulica;supisneCislo;orientacneCislo;psc;stat;iban;kodBanky;nazovBanky
52191176;EduPharm pri NÚSCH;Občianske združenie;Bratislava - mestská časť Nové Mesto;Pod Krásnou hôrkou;7185;1;83348;SK;SK7011110000001553216009;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
35590700;Klub sclerosis multiplex Nitra;Občianske združenie;Nitra;Novomeského;497;3;94911;SK;SK8202000000000077230162;0200;Všeobecná úverová banka, a.s.
52919404;PRO OPUS;Občianske združenie;Hencovce;Hencovská;1871;46;09302;SK;SK5375000000004031258176;7500;Československá obchodná banka, a.s.
173196171086;SRRZ - RZ pri Základnej škole apoštola Pavla;Občianske združenie;Liptovský Mikuláš;Jura Janošku;2076;11;03101;SK;SK3975000000004030402500;7500;Československá obchodná banka, a.s.
30853214;inforegion;Občianske združenie;Bratislava - mestská časť Nové Mesto;Mikovíniho;;13;83102;SK;SK3809000000000177547052;0900;Slovenská sporiteľňa, a.s.
42103711;FLORBALOVÝ KLUB MICHALOVCE;Občianske združenie;Michalovce;Základná škola, T.J.Moussona;;4;07101;SK;SK0275000000004007181172;7500;Československá obchodná banka, a.s.
31807968;Liga za ľudské práva;Občianske združenie;Bratislava - mestská časť Staré Mesto;Michalská;372;9;81101;SK;SK2411000000002626107650;1100;Tatra banka, a.s.
55327346;LK Kežmarský šíp 1992;Občianske združenie;Kežmarok;Severná;1489;11;06001;SK;SK5702000000004856580856;0200;Všeobecná úverová banka, a.s.
50235222;STK Malacky;Občianske združenie;Malacky;Rakárenská;5085;33;90101;SK;SK7683300000002301119055;8330;Fio banka a.s
42326486;Občianske združenie HORKAI HORKAI Polgári Társulás;Občianske združenie;Gemerská Hôrka;;283;;04912;SK;SK2809000000005156437631;0900;Slovenská sporiteľňa, a.s.
54631645;Občianske združenie ŽIME NAPLNO;Občianske združenie;Jabloň;;78;;06713;SK;SK7556000000009490564001;5600;Prima banka Slovensko, a.s.
37925253;Občianske združenie Mierová Prievoz;Občianske združenie;Bratislava - mestská časť Ružinov;ZŠ, Mierová;;46;82105;SK;SK7111000000002622073932;1100;Tatra banka, a.s.
53316495;Majuška;Občianske združenie;Bratislava - mestská časť Petržalka;Ľubovnianska;3190;12;85107;SK;SK3283300000002203204555;8330;Fio banka a.s
42181879;Občianske združenie pri ZŠ s MŠ bl. Jána Pavla II.;Občianske združenie;Bratislava - mestská časť Vajnory;Osloboditeľská;27;;83107;SK;SK8009000000000635056884;0900;Slovenská sporiteľňa, a.s.
42191998;RETRO;Občianske združenie;Nová Baňa;M.R.Štefánika;672;44;96801;SK;SK5602000000003551485159;0200;Všeobecná úverová banka, a.s.
42170770;Nádej pre Rozsutec;Občianske združenie;Bratislava - mestská časť Lamač;Furmanská;2411;4;84103;SK;SK5675000000004008548191;7500;Československá obchodná banka, a.s.
42253284;MINDA GYM BRATISLAVA;Občianske združenie;Bratislava - mestská časť Petržalka;Rovniankova;1688;18;85102;SK;SK5311110000001703295006;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
55926614;Slobodné rozhodnutie;Občianske združenie;Bratislava - mestská časť Ružinov;Miletičova;550;1;82108;SK;SK6583300000002103044865;8330;Fio banka a.s
35607190;Cyklistický klub AB Sereď;Občianske združenie;Sereď;D. Štúra;759;35;92601;SK;SK4402000000001588529355;0200;Všeobecná úverová banka, a.s.
56436696;AVA Termal, o.z.;Občianske združenie;Galanta;Puškinova ulica;700;90;84108;SK;SK2111110000001856015001;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
006981720090;Základná organizácia č. 2;Občianske združenie;Vrútky;Nábrežná;10;;03861;SK;SK6209000000000061327816;0900;Slovenská sporiteľňa, a.s.
50120298;RANČ AURA o.z.;Občianske združenie;Nová Dedina;;120;;93525;SK;SK2502000000003643666854;0200;Všeobecná úverová banka, a.s.
52146618;MARAS team;Občianske združenie;Prešov;Šmeralova;6518;27;08001;SK;SK2183300000002901578466;8330;Fio banka a.s
54968437;Folklórna skupina Vysoká;Občianske združenie;Podkonice;;244;;97613;SK;SK0683300000002802519911;8330;Fio banka a.s
30857147;Nadácia STU pre rozvoj talentov;Nadácia;Bratislava - mestská časť Staré Mesto;Vazovova;2757;5;81107;SK;SK6711000000002666720097;1100;Tatra banka, a.s.
53209826;Víťaz;Občianske združenie;Bratislava - mestská časť Nové Mesto;Rožňavská;3029;17;83104;SK;SK0883300000002401875149;8330;Fio banka a.s
30230926;TJ Hradčan Lednica;Občianske združenie;Lednica;;158;;02063;SK;SK6209000000000063677932;0900;Slovenská sporiteľňa, a.s.
53380096;Human PATH;Občianske združenie;Trenčianske Mitice;;385;;91322;SK;SK5083300000002402079742;8330;Fio banka a.s
54133262;AKADÉMIA KARATE DOLNÝ KUBÍN, o. z.;Občianske združenie;Dolný Kubín;Dukelských hrdinov;2039;11;02601;SK;SK3783300000002302084616;8330;Fio banka a.s
31201326;"Tenisový klub """"KLIMATECH"""" Nové Mesto nad Váhom";Občianske združenie;Nové Mesto nad Váhom;Piešťanská ulica;1210;55;91501;SK;SK7502000000007173512153;0200;Všeobecná úverová banka, a.s.
53441036;OZ GEODERMA, združenie pre trvalo udržateľné hospodárenie na pôde;Občianske združenie;Krakovany;Školská ulica;401;8;92202;SK;SK3609000000005185025521;0900;Slovenská sporiteľňa, a.s.
31798705;ŠK Farmaceut Bratislava;Občianske združenie;Stupava;Orechová;3034;10;90031;SK;SK2709000000005110562760;0900;Slovenská sporiteľňa, a.s.
42179939;AMATÉRSKY CLUB ZELENKA;Občianske združenie;Bratislava - mestská časť Ružinov;Stodolova;;5;82108;SK;SK8509000000000634330167;0900;Slovenská sporiteľňa, a.s.
53316711;ŠK Junior Ivanka pri Nitre;Občianske združenie;Ivanka pri Nitre;Mateja Tučku;308;11;95112;SK;SK3102000000004365647155;0200;Všeobecná úverová banka, a.s.
31984177;COLLEGIUM MYSSLE;Občianske združenie;Nižná Myšľa;Lesná;481;12;04415;SK;SK9231000000004350235705;3100;Prima banka Slovensko, a.s. (bývalá Sberbank Slovensko, a.s.)
50247786;Občianske združenie Offline World;Občianske združenie;Bratislava - mestská časť Petržalka;Wolkrova;1121;25;85101;SK;SK1483300000002900994652;8330;Fio banka a.s
31937667;Poľovnícke združenie Kraľovany;Občianske združenie;Kraľovany;;;114;02751;SK;SK7909000000000054185012;0900;Slovenská sporiteľňa, a.s.
52797988;Stolnotenisový oddiel TJ Slavoj Sládkovičovo o. z.;Občianske združenie;Sládkovičovo;Sigetská;1676;6;92521;SK;SK5202000000004299813556;0200;Všeobecná úverová banka, a.s.
50614231;Ružový svet;Občianske združenie;Bratislava - mestská časť Staré Mesto;Gorazdova;3418;22;81104;SK;SK5811000000002940038614;1100;Tatra banka, a.s.
173196170532;SRRZ - RZ pri Základnej škole;Občianske združenie;Bánovce nad Bebravou;Gorazdova;1319;6;95704;SK;SK7809000000000038523798;0900;Slovenská sporiteľňa, a.s.
56186479;Nezlomní;Občianske združenie;Bratislava - mestská časť Nové Mesto;Nová Rožňavská;12922;3;83104;SK;SK6502000000004992195151;0200;Všeobecná úverová banka, a.s.
55790909;Sebastiánova cesta za zdravím;Občianske združenie;Biely Kostol;Hlavná;7055;32;91934;SK;SK0875000000004035137822;7500;Československá obchodná banka, a.s.
42295564;Syope Trnava;Občianske združenie;Trnava;Nám.SNP;;3;91701;SK;SK5575002000020005460938;7500;Československá obchodná banka, a.s.
56002726;H2O PRO SWIM;Občianske združenie;Prievidza;Nábrežie sv. Cyrila;179;18;97101;SK;SK2475000000004034078779;7500;Československá obchodná banka, a.s.
42047218;HK - NITRA - KRASO;Občianske združenie;Nitra;Jesenského;959;2;94901;SK;SK7075000000004020218494;7500;Československá obchodná banka, a.s.
55213731;Pomáhame zdraviu 11;Občianske združenie;Lučenec;Ulica Františka Gyurkovitsa;1328;12;98401;SK;SK5109000000005207980010;0900;Slovenská sporiteľňa, a.s.
001782090307;Slovenský rybársky zväz - Miestna organizácia Púchov;Občianske združenie;Púchov;Svätoplukova;1015;10;02001;SK;SK8409000000000063678118;0900;Slovenská sporiteľňa, a.s.
173196170018;Rodičovské združenie pri ZŠ v Liptovskej Lúžnej;Občianske združenie;Liptovská Lúžna;;;;034 72;SK;SK6656000000008338966001;5600;Prima banka Slovensko, a.s.
55754589;OZ Zachráň zajka - občianske združenie pre zajkov v núdzi;Občianske združenie;Bratislava - mestská časť Nové Mesto;Hálkova;2953;11;83103;SK;SK6975000000004034556179;7500;Československá obchodná banka, a.s.
35604468;Slovenský zväz záhradkárov Základná organizácia 6-3 Vinosady;Občianske združenie;Vinosady;Pezinská;6;1;90201;SK;SK8309000000005047773652;0900;Slovenská sporiteľňa, a.s.
56416733;Občianske združenie pomoc pre Lukáška s PAS;Občianske združenie;Pezinok;Gorkého;2587;16;90201;SK;SK5509000000005230925191;0900;Slovenská sporiteľňa, a.s.
50747436;CAPOEIRA GALANTA;Občianske združenie;Galanta;Kpt. Nálepku;1575;37;92401;SK;SK9509000000005196243479;0900;Slovenská sporiteľňa, a.s.
42041864;Občianske združenie INOVEC;Občianske združenie;Zlaté Moravce;Nám. A. Hlinku;435;1;95301;SK;SK4475002000020004501806;7500;Československá obchodná banka, a.s.
30795834;"""""ZDRAVÁ ŽENA""""";Občianske združenie;Bratislava - mestská časť Ružinov;Palkovičova;218;18;82108;SK;SK1111000000002662530026;1100;Tatra banka, a.s.
173196170162;SRRZ - RZ pri Špeciálnej základnej škole;Občianske združenie;Martin;P. Mudroňa;611;46;036 01;SK;SK5309000000000351774593;0900;Slovenská sporiteľňa, a.s.
001774741210;Dobrovoľný hasičský zbor Chocholná-Velčice;Občianske združenie;Chocholná-Velčice;;315;;91304;SK;SK7302000000003225888251;0200;Všeobecná úverová banka, a.s.
00598828;Združenie dychových hudieb Slovenska;Občianske združenie;Bratislava - mestská časť Nové Mesto;Riazanská;3159;87;83102;SK;SK3483300000002900795151;8330;Fio banka a.s
45747431;Dúbravská oáza pokoja a oddychu n.o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Bratislava - mestská časť Dúbravka;Plachého;3640;1D;841 02;SK;SK2209000000005198743901;0900;Slovenská sporiteľňa, a.s.
50631632;"""""OZ Vodníček Rodičovské združenie pri materskej škole Tupolevova 20""""";Občianske združenie;Bratislava - mestská časť Petržalka;Tupolevova;1020;20;85101;SK;SK7202000000003819505959;0200;Všeobecná úverová banka, a.s.
50434233;Záchranný systém Orava;Občianske združenie;Tvrdošín;Bernolákova;441;16;02744;SK;SK2883300000002503382767;8330;Fio banka a.s
35557371;Klub abstinentov južného Zemplína Trebišov;Občianske združenie;Trebišov;Ternavská;2239;13;07501;SK;SK9675000000004029957699;7500;Československá obchodná banka, a.s.
42359333;LEN TAK, o. z.;Občianske združenie;Bratislava - mestská časť Ružinov;Košická;905;52;82108;SK;SK9183300000002800755988;8330;Fio banka a.s
51117410;ANGELINO n.o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Košice - mestská časť Nad jazerom;Jenisejská;1408;10;04012;SK;SK6009000000005166120080;0900;Slovenská sporiteľňa, a.s.
54726077;FS Čučoriedka o.z.;Občianske združenie;Seniakovce;;51;;08203;SK;SK5383300000002602274593;8330;Fio banka a.s
50086731;Iný Svet - NADÁCIA INDUSTRY SOLUTIONS;Nadácia;Žilina;M. R. Štefánika;;129;01001;SK;SK9409000000005082537866;0900;Slovenská sporiteľňa, a.s.
31795188;"Občianske združenie """"Škola hrou""""";Občianske združenie;Bratislava - mestská časť Staré Mesto;Nábr.arm.gen.L.Svobodu;3;;81102;SK;SK0211000000002947463226;1100;Tatra banka, a.s.
37942344;Basketbalový klub mládeže;Občianske združenie;Svit;Štefánikova;267;35;05921;SK;SK3202000000002342640357;0200;Všeobecná úverová banka, a.s.
36070360;HORY A MESTO;Občianske združenie;Svätý Jur;Sasinkova;225;20;90021;SK;SK1111000000002666530015;1100;Tatra banka, a.s.
31902839;Stop chronickej bolesti;Občianske združenie;Banská Bystrica;Nám.L.Svobodu 1,(Horná;;;97517;SK;SK6475000000004030060707;7500;Československá obchodná banka, a.s.
53505018;NUCUS;Občianske združenie;Dolné Orešany;;1;;91902;SK;SK0383300000002502058682;8330;Fio banka a.s
55844812;Riško a jeho svet, o.z.;Občianske združenie;Malacky;Záhradná;5016;37;90101;SK;SK6211000000002948182274;1100;Tatra banka, a.s.
54347670;Združenie na podporu detí;Občianske združenie;Bratislava - mestská časť Ružinov;Kupeckého;523;13;82108;SK;SK7809000000005194245876;0900;Slovenská sporiteľňa, a.s.
42302218;Občianske združenie pre opravu kostola v Kameňanoch;Občianske združenie;Kameňany;;130;;04962;SK;SK1109000000005032302575;0900;Slovenská sporiteľňa, a.s.
37874985;Šachový klub Sabinov;Občianske združenie;Sabinov;17.novembra;410;57;08301;SK;SK0509000000000096286284;0900;Slovenská sporiteľňa, a.s.
31806821;Karate klub BUNKAI Bratislava;Občianske združenie;Bratislava - mestská časť Nové Mesto;Rozvodná;11301;13C;83101;SK;SK5583300000002203372145;8330;Fio banka a.s
56559798;Občianske združenie ALBA MEDICAL;Občianske združenie;Malacky;Brezová;6112;3B;90101;SK;SK4102000000007169904656;0200;Všeobecná úverová banka, a.s.
42277167;Európska univerzitná hokejová asociácia;Občianske združenie;Trenčín;Považská;1706;35;91105;SK;SK7511000000002925889015;1100;Tatra banka, a.s.
52406032;SMWS, o. z.;Občianske združenie;Bratislava - mestská časť Petržalka;Budatínska;3230;16;85106;SK;SK6483300000002101896888;8330;Fio banka a.s
52079287;Elixír zdravia, n.o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Stará Ľubovňa;Štúrova;1861;68;06401;SK;SK0802000000004066622759;0200;Všeobecná úverová banka, a.s.
42288461;Young art show;Občianske združenie;Trebatice;Slnečná;371;18;92210;SK;SK1502000000003067984159;0200;Všeobecná úverová banka, a.s.
42387868;STANKOVANČEK;Občianske združenie;Stankovany;;330;;03492;SK;SK9209000000005119788715;0900;Slovenská sporiteľňa, a.s.
37990322;"""""Máriine srdiečka""""";Občianske združenie;Hlohovec;CMŠ Panny Márie Pomocnice, Vinohradská;;9;92001;SK;SK4811000000002946094019;1100;Tatra banka, a.s.
36109223;Združenie za kultúru a turizmus;Občianske združenie;Búč;Hlavná;;5;94635;SK;SK2765000000000020259191;6500;365.bank
31942351;TELOVÝCHOVNÁ JEDNOTA LOKOMOTÍVA KOŠICE;Občianske združenie;Košice - mestská časť Sever;Čermeľská cesta;1452;1;04001;SK;SK2909000000000082122203;0900;Slovenská sporiteľňa, a.s.
37925156;Nezisková organizácia Voices skrát. názov Voices, n.o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Trenčín;Gen. Viesta;1663;6;91101;SK;SK6502000000002417446357;0200;Všeobecná úverová banka, a.s.
42277361;ŠPORTOVÝ KLUB ČEREŇANY;Občianske združenie;Čereňany;Športová;288;18;97246;SK;SK9609000000005036976542;0900;Slovenská sporiteľňa, a.s.
31784887;SSDA - Slovak Scientific Diving Academy o.z.;Občianske združenie;Miloslavov;Konvalinková ulica;2049;39;90042;SK;SK1009000000005236582265;0900;Slovenská sporiteľňa, a.s.
54748780;Život je hra;Občianske združenie;Banská Bystrica;Mládežnícka;3433;2;97404;SK;SK2511000000002948135507;1100;Tatra banka, a.s.
55006311;ESPANYOL Dubnica;Občianske združenie;Dubnica nad Váhom;Centrum I.;53;128;01841;SK;SK0983300000002302731334;8330;Fio banka a.s
55845070;Ama má SMA, o.z.;Občianske združenie;Trnava;Ulica Kollárova;557;22;91701;SK;SK2009000000005225187980;0900;Slovenská sporiteľňa, a.s.
56696761;Vzdelávacie centrum kybernetickej bezpečnosti;Občianske združenie;Bratislava - mestská časť Ružinov;Vietnamská;16734;53;82104;SK;SK0683300000002303354710;8330;Fio banka a.s
51280281;SLOVAKIA TALENTS;Občianske združenie;Bratislava - mestská časť Staré Mesto;Špitálska;2201;49;81108;SK;SK7611000000002941052522;1100;Tatra banka, a.s.
55095852;Talent a šport;Občianske združenie;Svätý Jur;Štúrova;342;41;90021;SK;SK6583300000002802694322;8330;Fio banka a.s
00416053;Slovenský Červený kríž, územný spolok Čadca;Slovenský Červený kríž;Čadca;Pribinova;1294;3;02201;SK;SK1202000000000001930322;0200;Všeobecná úverová banka, a.s.
37919784;Rodičovské združenie pri Základnej škole s materskou školou v Diviakoch nad Nitricou;Občianske združenie;Diviaky nad Nitricou;;121;;97225;SK;SK0909000000000372349473;0900;Slovenská sporiteľňa, a.s.
42136628;Obecný futbalový klub Vysoká pri Morave;Občianske združenie;Vysoká pri Morave;Športová;218;1;90066;SK;SK9109000000000650071898;0900;Slovenská sporiteľňa, a.s.
42136997;Imunoalergo;Občianske združenie;Bratislava - mestská časť Dúbravka;K horárskej studni;;;84101;SK;SK5102000000002564652257;0200;Všeobecná úverová banka, a.s.
55722105;Daruj radosť;Občianske združenie;Petrovice;;125;;01353;SK;SK7075000000004034556355;7500;Československá obchodná banka, a.s.
50115316;OZ Tehelné pole - Ziegelfeld - Pasienky;Občianske združenie;Bratislava - mestská časť Nové Mesto;Družstevná;67;3;83104;SK;SK9311000000002946286627;1100;Tatra banka, a.s.
56225792;BHG BYSTRICA;Občianske združenie;Malinovo;Tri vody I;1415;15;90045;SK;SK1811000000002943173889;1100;Tatra banka, a.s.
173196171343;SRRZ - RZ pri Základnej škole s materskou školou;Občianske združenie;Vitanová;;90;;02712;SK;SK8502000000002957827759;0200;Všeobecná úverová banka, a.s.
45777462;Perlička;Občianske združenie;Vysoké Tatry;Vyšné Hágy;;29;05984;SK;SK4302000000004045678956;0200;Všeobecná úverová banka, a.s.
50089188;ZRPŠ J.A. Komenského v Kolárove;Občianske združenie;Kolárovo;Rábska;2507;14;94603;SK;SK7383300000002202722406;8330;Fio banka a.s
00589381;Klub vodného póla Komárno;Občianske združenie;Komárno;Eötvösova ul.;3155;41;94501;SK;SK4602000000000008337142;0200;Všeobecná úverová banka, a.s.
52805310;OZ pri ZŠ Doľany;Občianske združenie;Doľany;;128;;90088;SK;SK3683300000002001859158;8330;Fio banka a.s
31267050;Košická organizácia vozičkárov - Nezávislý život;Občianske združenie;Košice - mestská časť Nad jazerom;Talinská;2386;1;04012;SK;SK0602000000001485638356;0200;Všeobecná úverová banka, a.s.
001774741004;Dobrovoľný hasičský zbor Borský Mikuláš;Občianske združenie;Borský Mikuláš;Komenského;377;2;90877;SK;SK0209000000000253360960;0900;Slovenská sporiteľňa, a.s.
005987210117;Slovenský skauting, 117. zbor sv. Františka z Asissi Horné Srnie - Nemšová;Občianske združenie;Horné Srnie;Čerňavská;155;18;91442;SK;SK3456000000004501607001;5600;Prima banka Slovensko, a.s.
